model,fold,log_loss,brier,accuracy
lasso_lr,74,0.6635172406383582,0.2354421859822829,0.591743119266055
ridge_lr,74,0.6643262383246038,0.23564523062155202,0.6146788990825688
elasticnet,74,0.6634223847324104,0.2353963650755696,0.5871559633027523
logistic,74,0.6450875628883884,0.22691461198300858,0.6513761467889908
xgboost,74,0.6766560406812258,0.24087274074554443,0.5825688073394495
lasso_lr,75,0.6330076281259255,0.22196682673263904,0.6294416243654822
ridge_lr,75,0.6347316144993709,0.22288564004390388,0.6243654822335025
elasticnet,75,0.6331495548496067,0.22207902453953837,0.6243654822335025
logistic,75,0.6457731804814741,0.2280101042149543,0.6192893401015228
xgboost,75,0.6320263289683664,0.2219802290201187,0.631979695431472
lasso_lr,76,0.660328520711985,0.23393001954010212,0.5940766550522648
ridge_lr,76,0.6602601340856252,0.23386001755520358,0.6062717770034843
elasticnet,76,0.6604390922625387,0.2339682540832048,0.5958188153310104
logistic,76,0.6717039315517885,0.23784624673199464,0.5932055749128919
xgboost,76,0.6579115233531971,0.23235954344272614,0.6297909407665505
lasso_lr,77,0.626701509792781,0.21860591759483394,0.6469248291571754
ridge_lr,77,0.628280991695369,0.2193756022383727,0.6469248291571754
elasticnet,77,0.6267417018577024,0.21864690500184,0.6457858769931663
logistic,77,0.6296324951490176,0.22017991704580814,0.6452164009111617
xgboost,77,0.6375053833696702,0.22322113811969757,0.6412300683371298
lasso_lr,78,0.6141924397258695,0.2129635493250888,0.6663346613545816
ridge_lr,78,0.6122824365581844,0.21211987455149328,0.6723107569721115
elasticnet,78,0.613995240271753,0.212878427054047,0.6703187250996016
logistic,78,0.6156451770043412,0.21345524854331058,0.6623505976095617
xgboost,78,0.6186319165522794,0.21503564715385437,0.6623505976095617
lasso_lr,79,0.6177870660734174,0.21504296183743524,0.6491228070175439
ridge_lr,79,0.618520179305386,0.2153203350732453,0.6444444444444445
elasticnet,79,0.6179299282500404,0.21510349431174708,0.6491228070175439
logistic,79,0.6279921142161796,0.2196222570263843,0.656140350877193
xgboost,79,0.6212204791606265,0.21660391986370087,0.6461988304093568
lasso_lr,80,0.6468339127823433,0.22791216471376732,0.6130769230769231
ridge_lr,80,0.6470123044065487,0.22793621564322117,0.6115384615384616
elasticnet,80,0.6466188749281507,0.22780379168581755,0.6153846153846154
