question,team1,team2,end_date,year,p_model,p_market,edge,result,bet_direction,kelly_size,stake,directional_pnl,total_pnl,cumulative_pnl,model_correct,elo_correct,volume
LEC: G2 Esports vs. GIANTX,G2 Esports,GIANTX,2025-04-26,2025,0.741,0.713149531921888,0.0279,0,YES,0.0193,193.0,-138.8223,-138.8223,-138.8223,0,0,2776.65
LEC: Movistar vs. Fnatic,Movistar,Fnatic,2025-04-26,2025,0.3392,0.4076715431881209,-0.0685,1,NO,0.0382,382.0,-229.0368,-229.0368,-367.8591,0,0,3177.06
LEC: G2 vs. Fnatic,G2,Fnatic,2025-04-27,2025,0.4987,0.7847806990347472,-0.2861,0,NO,0.0901,901.0,702.522,702.522,334.663,1,0,3233.08
LEC: GIANTX vs. Movistar ,GIANTX,Movistar,2025-04-27,2025,0.4037,0.21521930096525285,0.1885,0,YES,0.0588,588.0,-129.5283,-129.5283,205.1346,1,1,1900.67
LPL: Ninjas in Pyjamas vs. Anyone's Legend,Ninjas in Pyjamas,Anyone's Legend,2025-04-27,2025,0.301,0.2365227872738105,0.0645,0,YES,0.0195,195.0,-47.1783,-47.1783,157.9563,1,1,1370.81
LEC: Fnatic vs. G2,Fnatic,G2,2025-05-24,2025,0.6383,0.747594242925898,-0.1093,0,NO,0.0349,349.0,258.9347,258.9347,416.891,0,0,14769.85
LEC: Karmine Corp vs. Movistar KOI,Karmine Corp,Movistar KOI,2025-05-25,2025,0.4678,0.5163467801443761,-0.0485,0,NO,0.0202,202.0,102.7887,102.7887,519.6797,1,0,12496.41
LEC: G2 vs. Movistar KOI,G2,Movistar KOI,2025-05-26,2025,0.4841,0.49940159218981867,-0.0153,1,PASS,0.0,0.0,0.0,0.0,519.6797,0,0,77700.09
LEC: Karmine Corp vs. Fnatic,Karmine Corp,Fnatic,2025-06-02,2025,0.5241,0.7436736638623394,-0.2196,1,NO,0.0724,724.0,-189.7206,-189.7206,329.9591,1,1,56310.46
MSI Play-in: FURIA vs. GAM,Play-in: FURIA,GAM,2025-06-29,2025,0.6886,0.3746695750614612,0.3139,0,YES,0.1,1000.0,-381.6983,-381.6983,-51.7393,0,1,60983.6
MSI Playoffs: Gen.G vs. G2,Playoffs: Gen.G,G2,2025-07-02,2025,0.6711,0.574219326685081,0.0969,1,YES,0.0535,535.0,223.8686,223.8686,172.1293,1,1,164730.18
MSI Playoffs: Anyone's Legend vs. FlyQuest,Playoffs: Anyone's Legend,FlyQuest,2025-07-04,2025,0.6722,0.5725122820129386,0.0997,1,YES,0.0549,549.0,230.6599,230.6599,402.7892,1,1,88100.32
MSI Playoffs: Movistar KOI vs. Bilibili Gaming,Playoffs: Movistar KOI,Bilibili Gaming,2025-07-04,2025,0.351,0.3289073025273257,0.0221,0,YES,0.0058,58.0,-19.4607,-19.4607,383.3285,1,1,251539.31
MSI Playoffs: T1 vs. Flying Oyster,Playoffs: T1,Flying Oyster,2025-07-05,2025,0.4744,0.37500845285892753,0.0994,1,YES,0.0374,374.0,231.1171,231.1171,614.4456,0,0,414379.25
MSI Playoffs: Gen.G vs. Anyone's Legend,Playoffs: Gen.G,Anyone's Legend,2025-07-05,2025,0.5651,0.6314156750910472,-0.0663,1,NO,0.0238,238.0,-89.3848,-89.3848,525.0608,1,1,296366.97
MSI Playoffs: G2 Esports vs. FlyQuest,Playoffs: G2 Esports,FlyQuest,2025-07-05,2025,0.4051,0.4061465875574076,-0.001,0,PASS,0.0,0.0,0.0,0.0,525.0608,1,1,147282.25
MSI Playoffs: T1 vs. Bilibili Gaming,Playoffs: T1,Bilibili Gaming,2025-07-06,2025,0.5084,0.456437065221825,0.052,1,YES,0.0208,208.0,111.5129,111.5129,636.5738,1,0,186825.94
MSI Playoffs: CTBC Flying Oyster vs. Movistar KOI,Playoffs: CTBC Flying Oyster,Movistar KOI,2025-07-06,2025,0.5855,0.6932933862658835,-0.1078,1,NO,0.0369,369.0,-115.5286,-115.5286,521.0451,1,1,330057.63
MSI Playoffs: CTBC Flying Oyster vs. Anyone's Legend,Playoffs: CTBC Flying Oyster,Anyone's Legend,2025-07-09,2025,0.4262,0.5306862851589249,-0.1045,0,NO,0.0464,464.0,242.7715,242.7715,763.8167,1,0,331772.2
MSI Playoffs: Bilibili Gaming vs. FlyQuest,Playoffs: Bilibili Gaming,FlyQuest,2025-07-09,2025,0.4995,0.5123811378146698,-0.0129,1,PASS,0.0,0.0,0.0,0.0,763.8167,0,1,1154632.4
MSI Playoffs: Bilibili Gaming vs. Anyone's Legend,Playoffs: Bilibili Gaming,Anyone's Legend,2025-07-11,2025,0.4416,0.5498348806426652,-0.1082,0,NO,0.0465,465.0,252.2204,252.2204,1016.037,1,0,503311.46
MSI Playoffs: Gen.G vs. T1,Playoffs: Gen.G,T1,2025-07-11,2025,0.5323,0.594637139933046,-0.0623,1,NO,0.0235,235.0,-96.9596,-96.9596,919.0774,1,1,864560.11
MSI Playoffs: T1 vs. Anyone's Legend,Playoffs: T1,Anyone's Legend,2025-07-12,2025,0.4629,0.4053628600669541,0.0575,1,YES,0.0214,214.0,125.7048,125.7048,1044.7823,0,0,1279862.57
LoL: Top Esports vs JD Gaming (BO3),Top Esports,JD Gaming,2026-01-14,2026,0.4846,0.387033780196778,0.0976,0,YES,0.0373,373.0,-147.0183,-147.0183,897.764,1,1,304719.84
LoL: BNK FearX Youth vs DN SOOPers Challengers (BO3),BNK FearX Youth,DN SOOPers Challengers,2026-01-15,2026,0.5405,0.7380109082399104,-0.1975,0,NO,0.0655,655.0,479.5978,479.5978,1377.3618,0,0,10903.61
LoL: T1 Academy vs HANJIN BRION Challengers (BO3),T1 Academy,HANJIN BRION Challengers,2026-01-15,2026,0.7031,0.4897661711236777,0.2133,1,YES,0.1,1000.0,502.737,502.737,1880.0987,1,0,5099.4
LoL: Gen.G Global Academy vs Hanwha Life Esports Challengers (BO3),Gen.G Global Academy,Hanwha Life Esports Challengers,2026-01-15,2026,0.5853,0.37427342138538827,0.211,0,YES,0.0824,824.0,-314.1905,-314.1905,1565.9082,0,1,80223.48
LoL: LGD Gaming vs Ultra Prime (BO3),LGD Gaming,Ultra Prime,2026-01-15,2026,0.5724,0.20017434921665328,0.3722,1,YES,0.1,1000.0,795.0225,795.0225,2360.9307,1,0,183447.99
LoL: Weibo Gaming vs Bilibili Gaming (BO3),Weibo Gaming,Bilibili Gaming,2026-01-15,2026,0.4748,0.3361501183503365,0.1386,0,YES,0.0502,502.0,-172.108,-172.108,2188.8227,1,1,810992.81
LoL: Invictus Gaming vs Anyone's Legend (BO3),Invictus Gaming,Anyone's Legend,2026-01-15,2026,0.5568,0.6638498816496635,-0.107,0,NO,0.0382,382.0,251.0333,251.0333,2439.856,0,0,326626.07
LoL: Gen.G vs DRX (BO3),Gen.G,DRX,2026-01-15,2026,0.4616,0.4951225480690826,-0.0335,1,NO,0.0133,133.0,-68.1461,-68.1461,2371.7099,0,0,227902.47
LoL: Team WE vs EDward Gaming (BO3),Team WE,EDward Gaming,2026-01-16,2026,0.4125,0.5215080726358736,-0.109,1,NO,0.0494,494.0,-240.0732,-240.0732,2131.6367,0,1,246503.97
LoL: LNG Esports vs Ultra Prime (BO3),LNG Esports,Ultra Prime,2026-01-16,2026,0.6436,0.5332164930811507,0.1104,1,YES,0.056,560.0,257.2173,257.2173,2388.854,1,1,157897.37
LoL: Nongshim Esports Academy vs Dplus KIA Challengers (BO3),Nongshim Esports Academy,Dplus KIA Challengers,2026-01-16,2026,0.4262,0.45744666288362507,-0.0312,1,NO,0.0132,132.0,-72.5999,-72.5999,2316.2541,0,0,31079.69
LoL: DRX Challengers vs KT Rolster Challengers (BO3),DRX Challengers,KT Rolster Challengers,2026-01-16,2026,0.4823,0.38856185943933125,0.0937,0,YES,0.0358,358.0,-141.6568,-141.6568,2174.5974,1,1,39718.84
LoL: Hanwha Life Esports vs T1 (BO3),Hanwha Life Esports,T1,2026-01-16,2026,0.4945,0.5102338288763224,-0.0157,0,PASS,0.0,0.0,0.0,0.0,2174.5974,1,0,848799.26
LoL: Gen.G vs KT Rolster (BO3),Gen.G,KT Rolster,2026-01-17,2026,0.5491,0.8939122385279925,-0.3448,1,NO,0.0959,959.0,-104.4665,-104.4665,2070.1309,1,1,237214.62
LoL: Bilibili Gaming vs Anyone's Legend (BO3),Bilibili Gaming,Anyone's Legend,2026-01-17,2026,0.5118,0.6138916466005648,-0.1021,1,NO,0.0391,391.0,-153.7487,-153.7487,1916.3821,1,1,742451.27
LoL: JD Gaming vs Invictus Gaming (BO3),JD Gaming,Invictus Gaming,2026-01-17,2026,0.5346,0.3623657738398276,0.1722,0,YES,0.0655,655.0,-241.8898,-241.8898,1674.4923,0,1,732939.4
LoL: Vivo Keyd Stars vs paiN Gaming (BO1),Vivo Keyd Stars,paiN Gaming,2026-01-17,2026,0.493,0.3444760829658856,0.1485,1,YES,0.0546,546.0,354.2173,354.2173,2028.7095,0,0,52883.64
LoL: Los Ratones vs Fnatic (BO1),Los Ratones,Fnatic,2026-01-17,2026,0.5322,0.4871835984622805,0.045,0,YES,0.0186,186.0,-92.0102,-92.0102,1936.6993,0,1,223282.46
LoL: Shifters vs GIANTX (BO1),Shifters,GIANTX,2026-01-17,2026,0.3175,0.37223847378164776,-0.0547,0,NO,0.0327,327.0,119.4296,119.4296,2056.1289,1,1,241032.96
LoL: RED Canids vs Fluxo W7M (BO1),RED Canids,Fluxo W7M,2026-01-17,2026,0.6378,0.42812440227601234,0.2097,1,YES,0.0896,896.0,505.8194,505.8194,2561.9483,1,0,44034.45
LoL: Team Heretics vs Natus Vincere (BO1),Team Heretics,Natus Vincere,2026-01-17,2026,0.5949,0.43387694198314936,0.161,0,YES,0.0687,687.0,-303.1358,-303.1358,2258.8125,0,1,116485.15
LoL: Top Esports vs Bilibili Gaming (BO3),Top Esports,Bilibili Gaming,2026-01-18,2026,0.519,0.6376342261601724,-0.1186,0,NO,0.0443,443.0,279.4012,279.4012,2538.2137,0,0,301966.58
LoL: DRX vs T1 (BO3),DRX,T1,2026-01-18,2026,0.3766,0.6229266852965183,-0.2463,0,NO,0.0971,971.0,598.0195,598.0195,3136.2332,1,0,554053.61
LoL: FURIA Esports vs LOUD (BO1),FURIA Esports,LOUD,2026-01-18,2026,0.5493,0.6338431435726141,-0.0845,1,NO,0.0309,309.0,-115.2939,-115.2939,3020.9393,1,1,35820.09
LoL: Team Vitality vs SK Gaming (BO1),Team Vitality,SK Gaming,2026-01-18,2026,0.6763,0.6636930286930774,0.0126,1,PASS,0.0,0.0,0.0,0.0,3020.9393,1,1,217234.2
LoL: LOS vs Vivo Keyd Stars (BO1),LOS,Vivo Keyd Stars,2026-01-18,2026,0.5013,0.7113380824193133,-0.21,1,NO,0.0723,723.0,-213.1563,-213.1563,2807.783,1,1,29762.03
LoL: Karmine Corp Blue vs Karmine Corp (BO1),Karmine Corp Blue,Karmine Corp,2026-01-18,2026,0.7726,0.7618202432515498,0.0108,0,PASS,0.0,0.0,0.0,0.0,2807.783,0,0,164803.29
LoL: Team Vitality vs Natus Vincere (BO1),Team Vitality,Natus Vincere,2026-01-18,2026,0.7127,0.6636930286930774,0.049,0,YES,0.0321,321.0,-215.1949,-215.1949,2592.5881,0,0,239592.83
LoL: paiN Gaming vs FURIA Esports (BO1),paiN Gaming,FURIA Esports,2026-01-18,2026,0.4104,0.40055740978972687,0.0098,0,PASS,0.0,0.0,0.0,0.0,2592.5881,1,1,91237.15
LoL: Los Ratones vs Karmine Corp Blue (BO1),Los Ratones,Karmine Corp Blue,2026-01-18,2026,0.348,0.7113380824193133,-0.3633,0,NO,0.1,1000.0,705.178,705.178,3297.766,1,0,494186.68
LoL: Team Heretics vs Shifters (BO1),Team Heretics,Shifters,2026-01-18,2026,0.5973,0.5628296537242987,0.0345,0,YES,0.0158,158.0,-90.0934,-90.0934,3207.6727,0,0,244885.59
LoL: Fluxo W7M vs LOS (BO1),Fluxo W7M,LOS,2026-01-18,2026,0.2273,0.2285913507742965,-0.0013,0,PASS,0.0,0.0,0.0,0.0,3207.6727,1,1,50671.61
LoL: Movistar KOI vs G2 Esports (BO1),Movistar KOI,G2 Esports,2026-01-18,2026,0.3916,0.36097933352710054,0.0306,1,YES,0.0094,94.0,59.4174,59.4174,3267.0901,0,0,195615.38
LoL: Leviatan Esports vs FURIA Esports (BO1),Leviatan Esports,FURIA Esports,2026-01-18,2026,0.391,0.36615685642738593,0.0248,0,YES,0.0071,71.0,-26.4915,-26.4915,3240.5986,1,1,12033.94
LoL: Anyone's Legend vs JD Gaming (BO3),Anyone's Legend,JD Gaming,2026-01-18,2026,0.4751,0.5991723838612762,-0.1241,0,NO,0.0494,494.0,292.4319,292.4319,3533.0306,1,0,830056.32
LoL: Gen.G Global Academy vs KT Rolster Challengers (BO3) - LCK Challengers League Kickoff Group Stage,Gen.G Global Academy,KT Rolster Challengers (BO3) - LCK Challengers League Kickoff Group Stage,2026-01-19,2026,0.548,0.4859631105465946,0.062,0,YES,0.0269,269.0,-132.74,-132.74,3400.2906,0,1,328249.52
LoL: paiN Gaming vs LOUD (BO1),paiN Gaming,LOUD,2026-01-19,2026,0.4628,0.47322739865681696,-0.0104,0,PASS,0.0,0.0,0.0,0.0,3400.2906,1,1,71639.22
LoL: BNK FearX Youth vs Hanwha Life Esports Challengers (BO3) - LCK Challengers League Kickoff Group Stage,BNK FearX Youth,Hanwha Life Esports Challengers (BO3) - LCK Challengers League Kickoff Group Stage,2026-01-19,2026,0.588,0.4862232723974123,0.1018,1,YES,0.0466,466.0,235.9276,235.9276,3636.2182,1,0,72978.57
LoL: Vivo Keyd Stars vs Fluxo W7M (BO1),Vivo Keyd Stars,Fluxo W7M,2026-01-19,2026,0.8001,0.8353052569798922,-0.0352,1,NO,0.0093,93.0,-15.7004,-15.7004,3620.5177,1,1,43603.85
LoL: Team Heretics vs GIANTX (BO1),Team Heretics,GIANTX,2026-01-19,2026,0.3893,0.488216141266844,-0.0989,1,NO,0.0475,475.0,-246.6579,-246.6579,3373.8599,0,0,621188.26
LoL: Team Vitality vs Karmine Corp Blue (BO1),Team Vitality,Karmine Corp Blue,2026-01-19,2026,0.4295,0.6362871887244116,-0.2068,1,NO,0.0794,794.0,-294.3005,-294.3005,3079.5594,0,1,609181.37
LoL: Natus Vincere vs Fnatic (BO1),Natus Vincere,Fnatic,2026-01-19,2026,0.2859,0.3637128112755884,-0.0778,0,NO,0.0497,497.0,177.3147,177.3147,3256.8741,1,1,483282.32
LoL: EDward Gaming vs Ninjas in Pyjamas (BO3),EDward Gaming,Ninjas in Pyjamas,2026-01-19,2026,0.5726,0.6081555741800114,-0.0356,0,NO,0.0118,118.0,70.9188,70.9188,3327.7928,0,0,1021238.77
LoL: Top Esports vs Weibo Gaming (BO3),Top Esports,Weibo Gaming,2026-01-19,2026,0.4711,0.5180453397338926,-0.0469,1,NO,0.0193,193.0,-94.4629,-94.4629,3233.33,0,1,586001.47
LoL: ThunderTalk Gaming vs Team WE (BO3),ThunderTalk Gaming,Team WE,2026-01-19,2026,0.5115,0.7297054602177052,-0.2182,0,NO,0.0733,733.0,530.5369,530.5369,3763.8669,0,0,147619.2
LoL: Leviatan Esports vs RED Canids (BO1),Leviatan Esports,RED Canids,2026-01-19,2026,0.3611,0.3492706337535692,0.0118,0,PASS,0.0,0.0,0.0,0.0,3763.8669,1,1,124236.49
LoL: Movistar KOI vs Karmine Corp (BO1),Movistar KOI,Karmine Corp,2026-01-19,2026,0.5738,0.5305784496866209,0.0432,1,YES,0.0193,193.0,89.1563,89.1563,3853.0231,1,1,279089.47
LoL: G2 Esports vs GIANTX (BO1),G2 Esports,GIANTX,2026-01-19,2026,0.6733,0.7568655853536799,-0.0836,0,NO,0.026,260.0,195.3497,195.3497,4048.3728,0,0,289489.43
LoL: DRX Challengers vs Dplus KIA Challengers (BO3) - LCK Challengers League Kickoff Group Stage,DRX Challengers,Dplus KIA Challengers (BO3) - LCK Challengers League Kickoff Group Stage,2026-01-19,2026,0.5113,0.38856185943933125,0.1227,0,YES,0.0478,478.0,-189.1395,-189.1395,3859.2333,0,1,89151.73
LoL: SK Gaming vs Fnatic (BO1),SK Gaming,Fnatic,2026-01-19,2026,0.2736,0.1763036316680852,0.0973,1,YES,0.0284,284.0,232.6925,232.6925,4091.9258,0,0,246096.51
LoL: T1 Academy vs DN SOOPers Challengers (BO3) - LCK Challengers League Kickoff Group Stage,T1 Academy,DN SOOPers Challengers (BO3) - LCK Challengers League Kickoff Group Stage,2026-01-20,2026,0.8008,0.8936236621539101,-0.0928,0,NO,0.0253,253.0,225.3653,225.3653,4317.2911,0,0,219105.47
LoL: Nongshim Esports Academy vs HANJIN BRION Challengers (BO3) - LCK Challengers League Kickoff Group Stage,Nongshim Esports Academy,HANJIN BRION Challengers (BO3) - LCK Challengers League Kickoff Group Stage,2026-01-20,2026,0.5625,0.46733682566620655,0.0952,1,YES,0.0417,417.0,219.0064,219.0064,4536.2975,1,0,83274.53
LoL: SK Gaming vs G2 Esports (BO1),SK Gaming,G2 Esports,2026-01-20,2026,0.303,0.12674078810419473,0.1763,0,YES,0.0497,497.0,-64.6404,-64.6404,4471.6571,1,1,157927.81
LoL: Los Ratones vs Karmine Corp (BO1),Los Ratones,Karmine Corp,2026-01-20,2026,0.5209,0.6722487928186424,-0.1513,0,NO,0.0544,544.0,362.1076,362.1076,4833.7647,0,0,415044.82
LoL: Shifters vs Movistar KOI (BO1),Shifters,Movistar KOI,2026-01-20,2026,0.3505,0.2111898768225014,0.1393,1,YES,0.0428,428.0,335.4717,335.4717,5169.2364,0,0,306273.88
LoL: Invictus Gaming vs Bilibili Gaming (BO3),Invictus Gaming,Bilibili Gaming,2026-01-20,2026,0.4534,0.5039816499049005,-0.0506,0,NO,0.0217,217.0,107.7366,107.7366,5276.973,1,0,662325.43
LoL: LNG Esports vs LGD Gaming (BO3) - LPL Group Nirvana,LNG Esports,LGD Gaming (BO3) - LPL Group Nirvana,2026-01-21,2026,0.4868,0.5846499673434211,-0.0978,1,NO,0.0392,392.0,-165.6729,-165.6729,5111.3001,0,1,701600.82
LoL: Invictus Gaming vs Top Esports (BO3) - LPL Group Ascend,Invictus Gaming,Top Esports (BO3) - LPL Group Ascend,2026-01-21,2026,0.4884,0.40982846663162653,0.0786,1,YES,0.0306,306.0,178.3721,178.3721,5289.6722,0,0,1006595.14
LoL: Oh My God vs Ultra Prime (BO3) - LPL Group Nirvana,Oh My God,Ultra Prime (BO3) - LPL Group Nirvana,2026-01-22,2026,0.5395,0.41535003265657894,0.1241,0,YES,0.0506,506.0,-213.8533,-213.8533,5075.8189,0,1,208603.66
LoL: ThunderTalk Gaming vs EDward Gaming (BO3) - LPL Group Perseverance,ThunderTalk Gaming,EDward Gaming (BO3) - LPL Group Perseverance,2026-01-22,2026,0.335,0.3154562967680235,0.0195,0,PASS,0.0,0.0,0.0,0.0,5075.8189,1,1,375810.46
LoL: BNK FEARX vs Gen.G (BO3) - LCK Cup Group Stage,BNK FEARX,Gen.G (BO3) - LCK Cup Group Stage,2026-01-22,2026,0.5206,0.7516358775510994,-0.231,0,NO,0.0755,755.0,563.2568,563.2568,5639.0757,0,0,395623.4
LoL: Team WE vs Ninjas in Pyjamas (BO3) - LPL Group Perseverance,Team WE,Ninjas in Pyjamas (BO3) - LPL Group Perseverance,2026-01-22,2026,0.5841,0.6845437032319764,-0.1004,0,NO,0.0346,346.0,234.6106,234.6106,5873.6863,0,0,942520.57
LoL: DRX Challengers vs HANJIN BRION Challengers (BO3) - LCK Challengers League Kickoff Group Stage,DRX Challengers,HANJIN BRION Challengers (BO3) - LCK Challengers League Kickoff Group Stage,2026-01-22,2026,0.544,0.38856185943933125,0.1554,1,YES,0.0614,614.0,371.0468,371.0468,6244.7331,1,0,69132.06
LoL: Nongshim Esports Academy vs KT Rolster Challengers (BO3) - LCK Challengers League Kickoff Group Stage,Nongshim Esports Academy,KT Rolster Challengers (BO3) - LCK Challengers League Kickoff Group Stage,2026-01-22,2026,0.7771,0.7319252528313969,0.0452,0,YES,0.0375,375.0,-276.6793,-276.6793,5968.0537,0,0,67246.62
LoL: BNK FearX Youth vs Dplus KIA Challengers (BO3) - LCK Challengers League Kickoff Group Stage,BNK FearX Youth,Dplus KIA Challengers (BO3) - LCK Challengers League Kickoff Group Stage,2026-01-22,2026,0.4991,0.5802401076226625,-0.0811,1,NO,0.0322,322.0,-137.5155,-137.5155,5830.5382,0,1,44593.9
LoL: T1 Academy vs Hanwha Life Esports Challengers (BO3) - LCK Challengers League Kickoff Group Stage,T1 Academy,Hanwha Life Esports Challengers (BO3) - LCK Challengers League Kickoff Group Stage,2026-01-23,2026,0.8628,0.8936236621539101,-0.0308,1,NO,0.0079,79.0,-8.629,-8.629,5821.9092,1,1,139691.33
LoL: Gen.G Global Academy vs DN SOOPers Challengers (BO3) - LCK Challengers League Kickoff Group Stage,Gen.G Global Academy,DN SOOPers Challengers (BO3) - LCK Challengers League Kickoff Group Stage,2026-01-23,2026,0.4443,0.2371691444662059,0.2071,0,YES,0.0666,666.0,-161.5694,-161.5694,5660.3398,1,1,16973.85
LoL: EDward Gaming vs ThunderTalk Gaming (BO3) - LPL Group Perseverance,EDward Gaming,ThunderTalk Gaming (BO3) - LPL Group Perseverance,2026-01-23,2026,0.7174,0.743106976660795,-0.0257,1,NO,0.0068,68.0,-17.8582,-17.8582,5642.4816,1,1,608942.54
LoL: JD Gaming vs Bilibili Gaming (BO3) - LPL Group Ascend,JD Gaming,Bilibili Gaming (BO3) - LPL Group Ascend,2026-01-23,2026,0.4027,0.38139451333646923,0.0213,1,YES,0.0058,58.0,35.4686,35.4686,5677.9502,0,0,1142760.13
LoL: KT Rolster vs T1 (BO3) - LCK Cup Group Stage,KT Rolster,T1 (BO3) - LCK Cup Group Stage,2026-01-23,2026,0.1848,0.3324492226391282,-0.1476,0,NO,0.1,1000.0,325.7914,325.7914,6003.7416,1,1,450523.74
LoL: Oh My God vs LGD Gaming (BO3) - LPL Group Nirvana,Oh My God,LGD Gaming (BO3) - LPL Group Nirvana,2026-01-23,2026,0.2941,0.5834169651703884,-0.2893,1,NO,0.1,1000.0,-423.8743,-423.8743,5579.8674,0,1,613127.39
LoL: RED Canids vs FURIA Esports (BO1) - CBLOL Cup Regular Season,RED Canids,FURIA Esports (BO1) - CBLOL Cup Regular Season,2026-01-24,2026,0.5057,0.6507293662464309,-0.145,1,NO,0.0537,537.0,-191.2198,-191.2198,5388.6475,1,1,70594.61
LoL: Team Vitality vs Team Heretics (BO1) - LEC Versus Regular Season,Team Vitality,Team Heretics (BO1) - LEC Versus Regular Season,2026-01-24,2026,0.6051,0.12801146377892705,0.4771,0,YES,0.1,1000.0,-131.3602,-131.3602,5257.2873,0,1,259604.58
LoL: Los Ratones vs GIANTX (BO1) - LEC Versus Regular Season,Los Ratones,GIANTX (BO1) - LEC Versus Regular Season,2026-01-24,2026,0.4083,0.6722487928186424,-0.2639,0,NO,0.0967,967.0,643.6728,643.6728,5900.9601,1,0,684016.55
LoL: Natus Vincere vs Karmine Corp Blue (BO1) - LEC Versus Regular Season,Natus Vincere,Karmine Corp Blue (BO1) - LEC Versus Regular Season,2026-01-24,2026,0.1715,0.23585146272000043,-0.0644,1,NO,0.0639,639.0,-491.7458,-491.7458,5409.2143,0,0,424936.3
LoL: Dplus KIA vs Gen.G (BO3) - LCK Cup Group Stage,Dplus KIA,Gen.G (BO3) - LCK Cup Group Stage,2026-01-24,2026,0.5106,0.6814106391779667,-0.1708,0,NO,0.0609,609.0,411.0128,411.0128,5820.2271,0,0,597708.93
LoL: Weibo Gaming vs JD Gaming (BO3) - LPL Group Ascend,Weibo Gaming,JD Gaming (BO3) - LPL Group Ascend,2026-01-24,2026,0.4172,0.29212684924484145,0.1251,1,YES,0.0424,424.0,297.5079,297.5079,6117.735,0,0,426562.28
LoL: Top Esports vs Anyone's Legend (BO3) - LPL Group Ascend,Top Esports,Anyone's Legend (BO3) - LPL Group Ascend,2026-01-24,2026,0.4541,0.5674521576974957,-0.1134,0,NO,0.0473,473.0,264.9219,264.9219,6382.6569,1,0,872942.02
LoL: Fluxo W7M vs Leviatan Esports (BO1) - CBLOL Cup Regular Season,Fluxo W7M,Leviatan Esports (BO1) - CBLOL Cup Regular Season,2026-01-25,2026,0.3499,0.24577647397954325,0.1041,0,YES,0.0329,329.0,-82.6901,-82.6901,6299.9669,1,1,71049.93
LoL: RED Canids vs LOUD (BO1) - CBLOL Cup Regular Season,RED Canids,LOUD (BO1) - CBLOL Cup Regular Season,2026-01-25,2026,0.4711,0.4937084680690485,-0.0226,0,NO,0.0078,78.0,37.9244,37.9244,6337.8912,1,1,59418.83
LoL: Fluxo W7M vs paiN Gaming (BO1) - CBLOL Cup Regular Season,Fluxo W7M,paiN Gaming (BO1) - CBLOL Cup Regular Season,2026-01-25,2026,0.3799,0.24577647397954325,0.1341,1,YES,0.0429,429.0,321.1762,321.1762,6659.0674,0,0,105146.14
LoL: Vivo Keyd Stars vs Leviatan Esports (BO1) - CBLOL Cup Regular Season,Vivo Keyd Stars,Leviatan Esports (BO1) - CBLOL Cup Regular Season,2026-01-25,2026,0.7409,0.7410621709061,-0.0002,1,PASS,0.0,0.0,0.0,0.0,6659.0674,1,1,53153.56
LoL: Cloud9 vs Team Liquid (BO3) - LCS Lock In Group Stage,Cloud9,Team Liquid (BO3) - LCS Lock In Group Stage,2026-01-25,2026,0.7002,0.6854864505414403,0.0147,1,PASS,0.0,0.0,0.0,0.0,6659.0674,1,1,447398.82
LoL: Sentinels vs Disguised (BO3) - LCS Lock In Group Stage,Sentinels,Disguised (BO3) - LCS Lock In Group Stage,2026-01-25,2026,0.2889,0.4086572041441843,-0.1198,0,NO,0.0701,701.0,281.3867,281.3867,6940.4541,1,1,410318.72
LoL: Team Heretics vs Los Ratones (BO1) - LEC Versus Regular Season,Team Heretics,Los Ratones (BO1) - LEC Versus Regular Season,2026-01-25,2026,0.4165,0.39170179256597004,0.0248,0,YES,0.0073,73.0,-29.116,-29.116,6911.338,1,1,759104.1
LoL: SK Gaming vs Natus Vincere (BO1) - LEC Versus Regular Season,SK Gaming,Natus Vincere (BO1) - LEC Versus Regular Season,2026-01-25,2026,0.4518,0.1811276782867703,0.2707,0,YES,0.0817,817.0,-151.6166,-151.6166,6759.7214,1,1,269006.78
LoL: Top Esports vs Invictus Gaming (BO3) - LPL Group Ascend,Top Esports,Invictus Gaming (BO3) - LPL Group Ascend,2026-01-25,2026,0.4982,0.4467468575435481,0.0515,1,YES,0.0202,202.0,110.2593,110.2593,6869.9807,0,0,1091866.26
LoL: Movistar KOI vs Fnatic (BO1) - LEC Versus Regular Season,Movistar KOI,Fnatic (BO1) - LEC Versus Regular Season,2026-01-25,2026,0.586,0.5442326002531103,0.0418,1,YES,0.0191,191.0,85.6303,85.6303,6955.611,1,1,456716.44
LoL: Team Vitality vs Shifters (BO1) - LEC Versus Regular Season,Team Vitality,Shifters (BO1) - LEC Versus Regular Season,2026-01-25,2026,0.5344,0.6082982074340301,-0.0739,1,NO,0.0278,278.0,-110.8803,-110.8803,6844.7307,1,1,584076.48
LoL: T1 vs BNK FEARX (BO3) - LCK Cup Group Stage,T1,BNK FEARX (BO3) - LCK Cup Group Stage,2026-01-25,2026,0.7198,0.6999670625529298,0.0198,1,PASS,0.0,0.0,0.0,0.0,6844.7307,1,1,1531841.93
LoL: Shifters vs G2 Esports (BO1) - LEC Versus Regular Season,Shifters,G2 Esports (BO1) - LEC Versus Regular Season,2026-01-25,2026,0.3538,0.1788234554303119,0.175,0,YES,0.0522,522.0,-95.6454,-95.6454,6749.0852,1,1,261702.78
